Consumo_T,Aula Medios,Cubiculos,Direccion 1,Direccion 2,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2,L3,Aula_Medios_Pred,Cubiculos_Pred,Direccion1_Pred,Direccion2_Pred,Rack_Pred,Sala_Juntas_Pred,Maestros1_Pred,Maestros2_Pred
1.176,0.0144,0.0,0.0228,0.0259,0.1607,0.1089,0.007,0.0113,0.1854,0.4275,0.2121,0.01443599999999998,0.0,0.022651416666666667,0.025975316666666682,0.18963676666666662,0.10855283333333343,0.007133016666666667,0.010889316666666659
0.8426,0.012,0.0,0.023,0.026,0.1616,0.1085,0.0034,0.0118,0.1864,0.0988,0.2111,0.011425666666666673,0.0,0.022678333333333356,0.026074999999999977,0.2736343333333334,0.1088603333333334,0.0031206666666666666,0.010613666666666662
0.8023,0.0121,0.0,0.0234,0.026,0.1616,0.108,0.0029,0.0104,0.1866,0.0597,0.2116,0.011994833333333333,0.0,0.023352666666666674,0.026164333333333324,0.16028633333333336,0.10882616666666665,0.0033474999999999998,0.010888666666666668
0.8013,0.0109,0.0,0.0229,0.0261,0.1619,0.1085,0.0031,0.0108,0.1868,0.0595,0.2108,0.011588774206349206,0.0,0.02323048611111111,0.026292771428571414,0.15881305119047623,0.11007134285714285,0.002971287301587302,0.011180519841269837
0.7989,0.0112,0.0,0.0229,0.0258,0.1611,0.1082,0.0023,0.0098,0.1865,0.0596,0.2115,0.011537442857142864,0.0,0.023111242857142836,0.02614334999999998,0.15824869761904758,0.108873038095238,0.002684676190476191,0.010618697619047612
0.8007,0.0116,0.0,0.0232,0.0259,0.1619,0.1083,0.0018,0.0107,0.1866,0.0597,0.211,0.011753413492063491,0.0,0.023336364285714294,0.026206163492063495,0.18597707380952372,0.10974925396825397,0.0029392396825396825,0.01118702698412698
0.8026,0.0113,0.0,0.0228,0.026,0.1624,0.1081,0.0028,0.0118,0.1866,0.0594,0.2114,0.011638687301587309,0.0,0.022891015873015876,0.026122353174603173,0.20836318333333345,0.10844380793650797,0.0032520126984127,0.012243891269841267
0.8023,0.0116,0.0,0.0231,0.0259,0.1632,0.1085,0.0025,0.0105,0.1865,0.0594,0.2111,0.011994833333333333,0.0,0.023352666666666674,0.026164333333333324,0.16028633333333336,0.10882616666666665,0.0033474999999999998,0.010888666666666668
0.8027,0.0125,0.0,0.0232,0.026,0.1621,0.1084,0.0027,0.011,0.1864,0.0594,0.211,0.010490348412698414,0.0,0.02015296468253969,0.02277839920634921,0.18471437539682536,0.0949121968253969,0.0029769738095238108,0.10708672182539683
0.8018,0.0112,0.0,0.023,0.0262,0.1616,0.1083,0.0039,0.0102,0.1864,0.0598,0.2112,0.0111897507936508,0.0,0.023362580158730183,0.026427898809523807,0.1607910849206349,0.10982098888888879,0.004219188095238097,0.011109654365079363
0.806,0.0116,0.0,0.0233,0.0262,0.1624,0.1086,0.004,0.0121,0.1866,0.0596,0.2116,0.011774434523809534,0.0,0.022940275396825367,0.026239315079365076,0.27330522420634945,0.11016776111111122,0.004094829365079361,0.012144737698412688
0.8042,0.0122,0.0,0.0234,0.0261,0.1623,0.1084,0.0035,0.011,0.1866,0.0596,0.2111,0.01229448214285714,0.0,0.023468746428571437,0.02639564642857143,0.16566505357142858,0.11010428571428565,0.004014227380952383,0.011441272619047618
0.8037,0.0113,0.0,0.0231,0.026,0.1628,0.1085,0.0035,0.011,0.1868,0.0595,0.2112,0.011968119047619045,0.0,0.02300074285714283,0.026294028571428582,0.24407140952380948,0.10932177380952383,0.003485900000000002,0.011197602380952378
0.802,0.0115,0.0,0.0226,0.0261,0.1627,0.1085,0.0021,0.0106,0.1868,0.0595,0.2116,0.011678496825396834,0.0,0.02292953174603174,0.026243784920634932,0.19174286071428565,0.10933012103174597,0.0029895218253968253,0.010831766269841272
0.8017,0.0116,0.0,0.0231,0.026,0.1625,0.1084,0.0026,0.0103,0.1865,0.0596,0.2111,0.011502243831168829,0.0,0.023202574206349212,0.026302541414141404,0.1844661113275613,0.10953292435064936,0.003319988816738815,0.011189001551226548
0.9972,0.0117,0.0,0.023,0.0261,0.3551,0.1085,0.0038,0.011,0.1866,0.0596,0.2118,0.01163133333333335,0.0,0.022870666666666643,0.026035333333333348,0.33779133333333355,0.10810099999999995,0.003294000000000003,0.010847333333333334
1.0362,0.0107,0.0,0.0232,0.0261,0.3965,0.1081,0.0031,0.0112,0.1866,0.0594,0.2113,0.011373000000000001,0.0,0.022993000000000027,0.026048000000000012,0.3615400000000002,0.10784100000000015,0.003223999999999998,0.011197000000000004
1.0223,0.012,0.0,0.0231,0.0259,0.3821,0.1082,0.0028,0.0113,0.1866,0.0595,0.2108,0.01142626666666666,0.0,0.022777933333333302,0.02592500000000002,0.3487436000000001,0.10723339999999998,0.0028356000000000015,0.011047200000000002
0.975,0.0112,0.0,0.0228,0.0259,0.3366,0.1082,0.0019,0.0107,0.1866,0.0595,0.2116,0.011716000000000004,0.0,0.022888333333333323,0.026221166666666688,0.3176615000000004,0.10830633333333328,0.0021971666666666663,0.010894666666666672
0.9328,0.0106,0.0,0.0224,0.0259,0.2953,0.108,0.0025,0.0106,0.1865,0.0596,0.2114,0.010822466666666673,0.0,0.022342133333333333,0.025746066666666657,0.2967662000000001,0.10673073333333337,0.002409666666666668,0.010723200000000013
0.925,0.0108,0.0,0.0226,0.026,0.2865,0.1086,0.0026,0.0109,0.1863,0.0597,0.211,0.01098828571428572,0.0,0.022735135714285707,0.026119199999999978,0.28488357857142865,0.10890594999999983,0.002723371428571426,0.011049142857142863
0.8644,0.0105,0.0,0.0228,0.0259,0.227,0.1087,0.0022,0.0106,0.1868,0.0593,0.2106,0.01145333333333332,0.0,0.02286646666666666,0.026167816666666694,0.2725465,0.10911716666666672,0.002830399999999999,0.010356416666666668
0.8089,0.011,0.0,0.0227,0.026,0.1677,0.1085,0.0038,0.0117,0.1869,0.0596,0.211,0.011599480952380949,0.0,0.022498635714285696,0.025688078571428564,0.23740552142857144,0.10748590238095236,0.003333133333333334,0.010848571428571435
0.8007,0.0115,0.0,0.023,0.0258,0.1604,0.1083,0.0032,0.0114,0.1866,0.0594,0.2111,0.011753413492063491,0.0,0.023336364285714294,0.026206163492063495,0.18597707380952372,0.10974925396825397,0.0029392396825396825,0.01118702698412698
0.7989,0.0116,0.0,0.0229,0.0261,0.1582,0.1084,0.0021,0.0113,0.1871,0.0599,0.2113,0.011537442857142864,0.0,0.023111242857142836,0.02614334999999998,0.15824869761904758,0.108873038095238,0.002684676190476191,0.010618697619047612
0.7977,0.0114,0.0,0.0233,0.0259,0.157,0.1085,0.0027,0.0113,0.1868,0.0595,0.2113,0.011246085714285717,0.0,0.023103028571428555,0.025967714285714285,0.16068721428571436,0.1088111714285715,0.003036885714285715,0.010972914285714284
0.8101,0.0108,0.0,0.0229,0.0261,0.1568,0.1084,0.0032,0.0102,0.1866,0.0596,0.2255,0.011270500000000003,0.0,0.022938999999999977,0.026058000000000005,0.16147499999999998,0.10790199999999983,0.0026964999999999992,0.010259000000000008
1.2857,0.0125,0.0,0.023,0.026,0.1563,0.1085,0.0035,0.0105,0.1862,0.0595,0.6997,0.012388866666666649,0.0,0.022819799999999994,0.02605199999999998,0.19603366666666688,0.10844226666666659,0.0035498000000000014,0.010481866666666648
1.2872,0.0122,0.0,0.0233,0.0262,0.1557,0.1089,0.0033,0.011,0.1863,0.0595,0.7008,0.013070999999999985,0.0,0.022985000000000016,0.026171000000000024,0.1972729999999999,0.10876500000000014,0.004560000000000007,0.010818
0.9273,0.0123,0.0,0.0232,0.0261,0.1565,0.1085,0.0035,0.0107,0.1866,0.0595,0.3404,0.0120644,0.0,0.0228991,0.026194149999999986,0.23052679999999992,0.10825379999999994,0.0028505000000000015,0.011156500000000007
0.7977,0.0111,0.0,0.023,0.026,0.1574,0.1089,0.0029,0.0105,0.1867,0.0597,0.2115,0.011246085714285717,0.0,0.023103028571428555,0.025967714285714285,0.16068721428571436,0.1088111714285715,0.003036885714285715,0.010972914285714284
0.7981,0.011,0.0,0.0228,0.0261,0.1579,0.1088,0.0038,0.0103,0.1866,0.0595,0.2113,0.011771066666666665,0.0,0.02260803333333333,0.025971599999999997,0.22067633333333336,0.10816930000000001,0.0033915166666666674,0.010809116666666665
0.798,0.0113,0.0,0.0227,0.0259,0.1575,0.1086,0.0028,0.0105,0.1876,0.0596,0.2115,0.011796816666666663,0.0,0.022632783333333326,0.026001349999999993,0.22275508333333335,0.1082806333333333,0.003429350000000001,0.010877616666666666
0.7967,0.012,0.0,0.0228,0.0259,0.1573,0.1081,0.0025,0.0107,0.1867,0.0595,0.2112,0.012218999999999995,0.0,0.022906333333333313,0.02635666666666669,0.2740539999999999,0.1106930000000002,0.003519333333333334,0.011003666666666663
0.7976,0.0113,0.0,0.023,0.0262,0.1575,0.1086,0.002,0.0115,0.1865,0.0594,0.2116,0.011591116666666686,0.0,0.023554816666666673,0.026473883333333354,0.15636126666666642,0.1105031333333333,0.0032338333333333347,0.010321366666666675
0.7994,0.0121,0.0,0.023,0.0262,0.1592,0.1084,0.0028,0.0105,0.1864,0.0595,0.2113,0.011743375793650791,0.0,0.02339235674603176,0.026293344841269838,0.1567224746031746,0.10972230317460316,0.002697995238095237,0.01152876944444445
0.7995,0.0112,0.0,0.0232,0.0261,0.1592,0.1084,0.0034,0.0106,0.1866,0.0596,0.2112,0.011432838095238098,0.0,0.023389413095238117,0.02637905714285715,0.1563462023809525,0.10995464761904758,0.00358319880952381,0.010934490476190481
0.801,0.0119,0.0,0.0229,0.0263,0.1592,0.1087,0.0027,0.011,0.1868,0.0597,0.2118,0.011825930952380962,0.0,0.023581852380952388,0.026506151190476186,0.15666897738095237,0.11023780119047615,0.0030045595238095235,0.01198271190476191
0.8005,0.0102,0.0,0.0233,0.026,0.159,0.1085,0.0026,0.012,0.1872,0.0597,0.212,0.011095892857142855,0.0,0.023592777777777785,0.026384047619047637,0.15710849801587304,0.11026303571428565,0.0029765297619047627,0.011604490079365077
0.801,0.0118,0.0,0.0233,0.026,0.1593,0.1083,0.0028,0.0122,0.1867,0.0594,0.2112,0.011825930952380962,0.0,0.023581852380952388,0.026506151190476186,0.15666897738095237,0.11023780119047615,0.0030045595238095235,0.01198271190476191
0.7986,0.0107,0.0,0.0229,0.026,0.1598,0.1082,0.0024,0.0105,0.1869,0.0595,0.2117,0.012100366666666666,0.0,0.023452433333333342,0.026549733333333356,0.21984736666666657,0.1110281333333333,0.0037534333333333297,0.0111086
0.8737,0.0112,0.0,0.0229,0.026,0.1597,0.1086,0.0014,0.011,0.2619,0.0597,0.2113,0.011361650000000006,0.0,0.022719999999999973,0.025993549999999973,0.20086155000000036,0.10846489999999986,0.0018643000000000025,0.010969499999999995
0.9026,0.0109,0.0,0.0234,0.0259,0.16,0.1085,0.0017,0.0105,0.2905,0.0599,0.2113,0.010923000000000006,0.0,0.022984000000000025,0.025819000000000033,0.20948,0.1080479999999999,0.002077,0.010457999999999988
0.8895,0.0116,0.0,0.0231,0.026,0.1597,0.1083,0.0028,0.0117,0.2757,0.0595,0.2111,0.011766000000000009,0.0,0.022964499999999964,0.02610549999999999,0.20160950000000022,0.10891199999999995,0.0031375000000000014,0.011448500000000012
0.887,0.0118,0.0,0.0229,0.026,0.1606,0.1084,0.0023,0.0106,0.2741,0.06,0.2103,0.01126591666666667,0.0,0.02310966666666665,0.02610191666666666,0.17288266666666668,0.1088538333333333,0.002837583333333334,0.010833916666666667
0.8871,0.0111,0.0,0.0232,0.026,0.1607,0.1086,0.0028,0.0108,0.2737,0.0597,0.2105,0.011259916666666672,0.0,0.023090166666666655,0.02610191666666666,0.1751076666666667,0.1088528333333333,0.0027950833333333343,0.010843916666666667
0.8855,0.0122,0.0,0.0229,0.026,0.1604,0.1084,0.002,0.0099,0.2733,0.0597,0.2107,0.011895999999999995,0.0,0.02292799999999997,0.026013999999999985,0.16301399999999977,0.10843599999999977,0.002250000000000001,0.009934000000000012
0.9202,0.0108,0.0,0.0228,0.0261,0.1937,0.1083,0.003,0.0116,0.2737,0.0596,0.2106,0.011185016666666665,0.0,0.02252613095238094,0.025945278571428566,0.2586937238095238,0.10749096666666659,0.0031971476190476174,0.011490573809523815
0.9954,0.0116,0.0,0.0228,0.0259,0.2696,0.1082,0.0031,0.0107,0.2733,0.0596,0.2106,0.011543000000000015,0.0,0.022755999999999988,0.025926000000000008,0.2741330000000004,0.10791199999999998,0.002907999999999996,0.010724000000000011
1.004,0.0114,0.0,0.0227,0.0261,0.2779,0.1086,0.0035,0.0108,0.2725,0.0599,0.2106,0.011274883333333336,0.0,0.02256491666666666,0.02589523333333332,0.2886346666666664,0.10894048333333338,0.002798316666666667,0.01137265
1.0041,0.0114,0.0,0.0225,0.0258,0.2796,0.1089,0.0027,0.0114,0.2718,0.0597,0.2103,0.011274883333333336,0.0,0.02256491666666666,0.02589523333333332,0.2886346666666664,0.10894048333333338,0.002798316666666667,0.01137265
1.0042,0.0109,0.0,0.0225,0.026,0.2824,0.1087,0.0016,0.0109,0.271,0.0598,0.2104,0.01138966666666667,0.0,0.022705833333333328,0.025904666666666656,0.3559193333333333,0.10885166666666675,0.0022803333333333334,0.01108525
1.0081,0.0111,0.0,0.0228,0.0261,0.2848,0.1086,0.0031,0.0109,0.2703,0.0596,0.2108,0.010746666666666667,0.0,0.022667583333333314,0.025900166666666693,0.2880441666666663,0.10819766666666661,0.0025830833333333335,0.011123250000000005
1.0077,0.0113,0.0,0.0227,0.0262,0.2859,0.1086,0.0018,0.0108,0.27,0.0595,0.2109,0.01101226666666666,0.0,0.022760533333333326,0.02609286666666666,0.288274366666667,0.10817876666666666,0.0024184999999999988,0.010782700000000001
1.0082,0.0105,0.0,0.0226,0.0259,0.2871,0.1087,0.0024,0.0111,0.2692,0.0598,0.2109,0.010643599999999991,0.0,0.0226167,0.025897900000000015,0.28949569999999986,0.10805000000000005,0.0022185000000000035,0.010992100000000015
1.008,0.0108,0.0,0.0227,0.0259,0.2871,0.1083,0.0028,0.0112,0.269,0.0595,0.2107,0.010822983333333338,0.0,0.022620049999999975,0.025892550000000018,0.28896154999999973,0.10796931666666656,0.0026330833333333336,0.011141883333333338
1.0049,0.0107,0.0,0.0226,0.026,0.2838,0.1087,0.0034,0.0108,0.268,0.06,0.2109,0.010541889285714288,0.0,0.022622414285714286,0.026113534523809517,0.2880782702380953,0.10813291071428573,0.002423316666666666,0.010831414285714294
1.0041,0.0111,0.0,0.0226,0.026,0.282,0.109,0.003,0.0114,0.268,0.0598,0.2112,0.011274883333333336,0.0,0.02256491666666666,0.02589523333333332,0.2886346666666664,0.10894048333333338,0.002798316666666667,0.01137265
1.0015,0.0114,0.0,0.0226,0.0261,0.2821,0.1092,0.0013,0.0108,0.2672,0.0596,0.2112,0.010990033333333338,0.0,0.022537716666666662,0.026030883333333334,0.2839549833333333,0.10860225000000005,0.0022726,0.010862033333333338
1.0014,0.0103,0.0,0.0226,0.0261,0.283,0.109,0.0024,0.0102,0.2669,0.0598,0.2111,0.011035419841269836,0.0,0.02274026309523809,0.02610514801587302,0.2852156071428571,0.10821354206349204,0.002234800396825397,0.01046248452380952
1.0015,0.0112,0.0,0.0226,0.0261,0.2825,0.1086,0.0022,0.0111,0.2666,0.06,0.2106,0.010990033333333338,0.0,0.022537716666666662,0.026030883333333334,0.2839549833333333,0.10860225000000005,0.0022726,0.010862033333333338
1.0006,0.0106,0.0,0.0226,0.026,0.2837,0.1085,0.0023,0.0099,0.2662,0.06,0.2108,0.010999000000000004,0.0,0.02268199999999998,0.026098999999999997,0.2876120000000004,0.10779199999999989,0.002049000000000001,0.011040000000000001
1.0002,0.0104,0.0,0.0225,0.0261,0.2836,0.1088,0.0018,0.0102,0.2659,0.0596,0.2113,0.010692199999999992,0.0,0.022480149999999987,0.026104449999999998,0.2853929499999998,0.10840895000000002,0.001956299999999998,0.010506199999999997
1.3951,0.0141,0.0,0.0223,0.026,0.2841,0.1091,0.0072,0.0107,0.2647,0.4458,0.2111,0.014055999999999992,0.0,0.022404999999999994,0.04960399999999996,0.2500259999999997,0.10865199999999994,0.006974999999999993,0.010609000000000004
1.4177,0.0145,0.0,0.0225,0.026,0.2825,0.1091,0.0078,0.0112,0.2641,0.4685,0.2115,0.01402283333333332,0.0,0.022374916666666647,0.07433308333333322,0.2830353333333331,0.10366841666666658,0.006867500000000002,0.010759666666666667
1.4047,0.0145,0.0,0.0222,0.026,0.284,0.1086,0.0068,0.0104,0.2639,0.4566,0.2117,0.01388199999999998,0.0,0.022248000000000018,0.12550899999999993,0.2780269999999997,0.09367899999999989,0.005829999999999999,0.010413999999999993
1.3993,0.0145,0.0,0.0225,0.0261,0.284,0.1089,0.006,0.0114,0.264,0.45,0.2119,0.014307999999999989,0.0,0.022296999999999983,0.02583300000000001,0.29005099999999967,0.10762100000000017,0.006625000000000007,0.010893999999999992
1.3978,0.0144,0.0,0.0223,0.026,0.286,0.1091,0.0068,0.0105,0.2635,0.4474,0.2118,0.014208999999999994,0.0,0.022268333333333324,0.025947333333333322,0.28840866666666687,0.10866666666666662,0.007003666666666666,0.010735333333333317
1.396,0.0142,0.0,0.0226,0.0262,0.2872,0.1088,0.0067,0.0108,0.2629,0.4451,0.2115,0.0142805,0.0,0.022453166666666656,0.026151916666666688,0.29355008333333293,0.10807308333333333,0.0072783333333333354,0.010615666666666664
1.3913,0.0145,0.0,0.0221,0.0261,0.2859,0.1091,0.0057,0.0098,0.2627,0.444,0.2114,0.01387399999999998,0.0,0.022447000000000012,0.026320000000000014,0.289254,0.1094002499999999,0.005653250000000001,0.010253000000000002
1.3916,0.0145,0.0,0.0226,0.0259,0.2842,0.1092,0.0075,0.0107,0.2629,0.4424,0.2117,0.014116742857142857,0.0,0.022218742857142856,0.025719371428571457,0.2922155142857143,0.10795882142857142,0.007284592857142851,0.01007548571428572
1.3889,0.014,0.0,0.0226,0.026,0.2841,0.1089,0.0075,0.0103,0.2624,0.4415,0.2116,0.013914000000000004,0.0,0.022729999999999997,0.026049999999999976,0.3120229999999998,0.1089410000000001,0.006870999999999992,0.01057699999999999
1.3871,0.0139,0.0,0.0226,0.026,0.2852,0.1091,0.0058,0.0107,0.2625,0.4398,0.2115,0.01351200000000001,0.0,0.021910000000000016,0.025680999999999995,0.31166799999999983,0.10656300000000017,0.00573799999999999,0.01029399999999999
1.3853,0.0138,0.0,0.0223,0.0258,0.2843,0.1089,0.0072,0.0106,0.2622,0.4384,0.2118,0.013765066666666685,0.0,0.022048266666666663,0.025526666666666663,0.28767253333333387,0.10707680000000014,0.006687666666666659,0.010494533333333342
1.3843,0.0142,0.0,0.0225,0.0259,0.2834,0.109,0.0077,0.0103,0.2621,0.4373,0.2119,0.014069899999999998,0.0,0.022236849999999978,0.02565100000000003,0.28532470000000026,0.10733379999999998,0.007386500000000008,0.010193199999999987
1.5543,0.0145,0.0,0.0225,0.0258,0.2819,0.1091,0.0068,0.011,0.2613,0.4359,0.3855,0.013567166666666646,0.0,0.02235349999999999,0.14523749999999996,0.29332983333333357,0.10778299999999996,0.005482166666666665,0.010531833333333334
1.8033,0.0145,0.0,0.0224,0.0259,0.2144,0.109,0.0085,0.0116,0.2611,0.4351,0.7008,0.013057999999999991,0.0,0.02268300000000001,0.13206999999999997,0.26683700000000016,0.10853000000000003,0.006103999999999998,0.011287000000000007
1.6149,0.0146,0.0,0.0227,0.0261,0.1665,0.109,0.0076,0.0104,0.2613,0.4342,0.5625,0.014057999999999984,0.0,0.02286400000000001,0.08917099999999985,0.2837029999999998,0.10880399999999996,0.006822000000000006,0.010453999999999995
1.2579,0.0142,0.0,0.0228,0.0259,0.1604,0.109,0.0079,0.0111,0.2618,0.4333,0.2115,0.013874149999999998,0.0,0.022762349999999983,0.02614595000000002,0.2066206999999996,0.10902560000000001,0.007101400000000004,0.011175950000000006
1.2515,0.014,0.0,0.0228,0.0262,0.1577,0.1094,0.0063,0.0105,0.2615,0.4321,0.211,0.013378000000000006,0.0,0.023129000000000007,0.026335000000000032,0.32891399999999943,0.10939100000000015,0.0055899999999999925,0.010507999999999983
1.175,0.0145,0.0,0.0229,0.0262,0.1565,0.1092,0.0065,0.01,0.1861,0.431,0.2121,0.014000499999999985,0.0,0.022536499999999973,0.026109500000000042,0.22147804166666699,0.10848770833333331,0.005258541666666668,0.009750875000000008
1.1752,0.0148,0.0,0.023,0.026,0.1556,0.1095,0.0079,0.0108,0.1858,0.4301,0.2117,0.013908950000000005,0.0,0.022710098809523804,0.026033766666666666,0.22073953253968256,0.10872098055555551,0.007309738492063492,0.0105456880952381
1.1727,0.0146,0.0,0.0227,0.0257,0.1558,0.109,0.0068,0.0111,0.1859,0.429,0.2121,0.013646166666666659,0.0,0.022876749999999998,0.02605116666666667,0.1678455833333331,0.10905433333333342,0.005433749999999998,0.011020750000000001
1.1701,0.0143,0.0,0.0231,0.0262,0.1551,0.109,0.0062,0.0113,0.1856,0.4279,0.2114,0.013751999999999988,0.0,0.023091999999999967,0.02625200000000002,0.16643899999999967,0.10919100000000002,0.005638999999999997,0.011236999999999992
0.8029,0.0112,0.0,0.0229,0.0261,0.1558,0.1089,0.0036,0.0113,0.1868,0.0652,0.2111,0.01162232817460318,0.0,0.02344783928571429,0.026421147619047618,0.1575772650793651,0.11012244484126983,0.0035352821428571413,0.011325601190476188
0.7965,0.0109,0.0,0.0233,0.0259,0.1557,0.1091,0.0031,0.0112,0.1871,0.0592,0.211,0.011251500000000001,0.0,0.023165750000000016,0.02602300000000002,0.19057374999999982,0.10950749999999994,0.0031954999999999974,0.011137000000000003
0.7994,0.0121,0.0,0.0235,0.0261,0.1562,0.109,0.0031,0.0117,0.1869,0.0596,0.2112,0.011743375793650791,0.0,0.02339235674603176,0.026293344841269838,0.1567224746031746,0.10972230317460316,0.002697995238095237,0.01152876944444445
0.798,0.0118,0.0,0.0228,0.0261,0.1566,0.109,0.0032,0.0113,0.1869,0.0595,0.2108,0.011796816666666663,0.0,0.022632783333333326,0.026001349999999993,0.22275508333333335,0.1082806333333333,0.003429350000000001,0.010877616666666666
0.799,0.0114,0.0,0.0232,0.0259,0.1576,0.1089,0.0038,0.0109,0.1868,0.0598,0.2107,0.011423930952380952,0.0,0.022959140476190493,0.026018138095238088,0.20520300714285714,0.10839484047619051,0.0028734023809523818,0.011086949999999998
0.8011,0.0118,0.0,0.023,0.026,0.1584,0.1089,0.004,0.0107,0.1872,0.0598,0.2113,0.011535671428571424,0.0,0.023403239285714306,0.026309880952380956,0.15697674166666675,0.11053397499999994,0.0036785011904761893,0.011295251190476186
