Consumo_T,Aula Medios,Cubiculos ,Direccion 1,Direccion 2 ,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2 ,L3 
0.8357,0.0114,0,0.0223,0.0257,0.3114,0.1059,0.0032,0.0105,0.0598,0.0747,0.2108
0.8397,0.0121,0,0.0222,0.0256,0.3115,0.106,0.0027,0.0105,0.0599,0.0784,0.2108
1.1049,0.012,0,0.0216,0.0256,0.3128,0.106,0.0036,0.0104,0.0596,0.0846,0.4687
1.3331,0.0119,0,0.0218,0.0256,0.3114,0.1061,0.0041,0.0116,0.0596,0.0897,0.6913
1.1586,0.0124,0,0.0216,0.0257,0.3091,0.1062,0.0027,0.01,0.0597,0.0897,0.5215
2.9478,0.0118,0,0.0215,0.0251,0.3143,0.1058,0.0041,2.1212,0.0601,0.0729,0.211
3.5567,0.0118,0,0.0214,0.025,0.3169,0.1059,0.0022,2.7341,0.0599,0.0685,0.211
3.5615,0.0123,0,0.0215,0.0241,0.317,0.1059,0.0036,2.7269,0.06,0.0791,0.2111
3.5418,0.0122,0,0.0213,0.0249,0.3196,0.1058,0.0022,2.7132,0.06,0.0719,0.2107
3.5119,0.012,0,0.0215,0.025,0.3118,0.1061,0.003,2.6899,0.0602,0.072,0.2104
3.5101,0.0118,0,0.0215,0.0248,0.3075,0.106,0.0034,2.6927,0.0601,0.0711,0.2112
3.5205,0.0114,0,0.0213,0.025,0.3091,0.1062,0.0023,2.7032,0.06,0.0714,0.2106
3.5139,0.012,0,0.0214,0.0246,0.3063,0.106,0.0036,2.6987,0.0601,0.0707,0.2105
3.4966,0.0119,0,0.0218,0.025,0.305,0.1059,0.0025,2.6832,0.0602,0.0704,0.2107
3.4825,0.0122,0,0.022,0.0249,0.3074,0.1059,0.0022,2.6667,0.06,0.0703,0.2109
3.4939,0.012,0,0.0217,0.0249,0.3104,0.106,0.0029,2.6746,0.0602,0.0706,0.2106
3.4849,0.0115,0,0.0216,0.0246,0.3073,0.1059,0.003,2.6695,0.0603,0.0703,0.2109
3.4912,0.0122,0,0.0216,0.0249,0.3111,0.1062,0.0037,2.6715,0.0603,0.0685,0.2112
3.4777,0.0123,0,0.0213,0.0251,0.307,0.1065,0.0035,2.6633,0.0602,0.0674,0.2111
3.4564,0.0116,0,0.0217,0.0245,0.3003,0.1062,0.0035,2.6498,0.0604,0.0675,0.2109
3.4842,0.0121,0,0.0216,0.025,0.3028,0.1061,0.0049,2.6731,0.0603,0.0676,0.2107
3.5655,0.0122,0,0.0217,0.0251,0.3048,0.1064,0.0042,2.6982,0.0602,0.1219,0.2108
3.9458,0.0145,0,0.0213,0.025,0.3029,0.1065,0.0096,2.69,0.0591,0.5056,0.2113
3.9003,0.0144,0,0.0213,0.025,0.306,0.1063,0.0086,2.6852,0.0594,0.4631,0.211
3.8936,0.0145,0,0.0213,0.0249,0.302,0.1064,0.0077,2.695,0.0593,0.4518,0.2107
3.8899,0.0146,0,0.0215,0.0251,0.302,0.1064,0.0073,2.6966,0.0591,0.4465,0.2108
3.8898,0.0145,0,0.0214,0.025,0.3066,0.1066,0.0092,2.6928,0.0593,0.4435,0.2109
3.8765,0.0146,0,0.0213,0.0247,0.3135,0.1065,0.0079,2.6765,0.0593,0.441,0.2112
3.8848,0.0147,0,0.0215,0.0249,0.3087,0.1065,0.0076,2.6915,0.0593,0.4392,0.2109
3.8766,0.0144,0,0.0214,0.0249,0.3045,0.1064,0.0085,2.6886,0.0595,0.4377,0.2107
3.867,0.0143,0,0.0212,0.0251,0.3032,0.1065,0.0085,2.6815,0.0591,0.4364,0.2112
3.8755,0.0142,0,0.0218,0.0249,0.306,0.1066,0.008,2.6885,0.0595,0.4348,0.2112
3.8658,0.0146,0,0.0215,0.025,0.3077,0.1065,0.0078,2.6783,0.0593,0.4338,0.2113
3.8663,0.0144,0,0.0215,0.025,0.3106,0.1064,0.0091,2.6758,0.0596,0.4325,0.2114
3.8673,0.0144,0,0.0215,0.025,0.3094,0.1064,0.0066,2.6789,0.0595,0.4345,0.2111
3.8629,0.0144,0,0.0214,0.025,0.3047,0.1065,0.0072,2.6799,0.0596,0.4332,0.211
3.8691,0.0146,0,0.0213,0.025,0.3125,0.1061,0.0075,2.6794,0.0596,0.4318,0.2113
3.8618,0.0145,0,0.0212,0.0251,0.3126,0.1067,0.0078,2.6625,0.0597,0.4408,0.2109
3.8645,0.0144,0,0.0213,0.0251,0.3107,0.1064,0.0087,2.66,0.0594,0.4477,0.2108
3.8519,0.0145,0,0.0216,0.0251,0.3087,0.1066,0.0077,2.6514,0.0592,0.446,0.2111
2.7801,0.0144,0,0.0221,0.0253,0.3089,0.1065,0.0083,1.5886,0.0595,0.4352,0.2113
1.1977,0.0145,0,0.0223,0.0256,0.304,0.1069,0.0087,0.0119,0.0593,0.4334,0.2111
1.1044,0.0141,0,0.0224,0.0258,0.3045,0.107,0.0067,0.0119,0.0598,0.3412,0.211
0.835,0.0124,0,0.0224,0.0259,0.3072,0.1067,0.0016,0.0119,0.0604,0.0757,0.2108
0.9295,0.0111,0,0.0223,0.0259,0.3016,0.1065,0.0025,0.0106,0.1629,0.0754,0.2107
0.9292,0.0117,0,0.022,0.0257,0.3033,0.1067,0.0025,0.0107,0.1582,0.0783,0.2101
0.923,0.0119,0,0.0222,0.0259,0.3054,0.1067,0.0034,0.0108,0.1485,0.078,0.2102
0.9205,0.0118,0,0.0219,0.0259,0.3054,0.1065,0.0029,0.011,0.1474,0.0775,0.2102
1.0101,0.0112,0,0.022,0.0258,0.3037,0.1063,0.0029,0.0112,0.1468,0.0783,0.3019
1.4045,0.0129,0,0.022,0.0259,0.3036,0.1065,0.0048,0.0106,0.1465,0.0776,0.6941
1.2966,0.0122,0,0.0222,0.026,0.3046,0.1068,0.0031,0.0105,0.1465,0.078,0.5867
0.9274,0.0115,0,0.022,0.0258,0.3117,0.1063,0.0027,0.0116,0.1467,0.0788,0.2103
0.9198,0.0118,0,0.0223,0.0258,0.3095,0.1066,0.0021,0.01,0.1462,0.0755,0.21
0.923,0.0115,0,0.0224,0.0257,0.3118,0.1064,0.0029,0.011,0.1452,0.0762,0.2099
0.9174,0.0109,0,0.0223,0.0259,0.3097,0.1065,0.0036,0.0106,0.1443,0.0731,0.2105
0.9151,0.0117,0,0.0221,0.0257,0.3086,0.1062,0.0024,0.0111,0.1435,0.0734,0.2104
0.9215,0.0117,0,0.0222,0.0258,0.3135,0.1067,0.0031,0.0108,0.1432,0.0749,0.2096
0.9165,0.011,0,0.0221,0.0259,0.3098,0.1066,0.0025,0.0101,0.1427,0.0761,0.2097
0.9112,0.0115,0,0.0219,0.0258,0.3066,0.1066,0.0023,0.0101,0.1424,0.0741,0.2099
0.9114,0.0122,0,0.0224,0.0258,0.3051,0.1065,0.003,0.0108,0.1416,0.0742,0.2098
0.9121,0.0115,0,0.0222,0.0258,0.3057,0.1065,0.0025,0.0107,0.1413,0.0753,0.2106
0.9158,0.0118,0,0.0218,0.0257,0.3091,0.1066,0.0019,0.0109,0.1408,0.0768,0.2104
0.917,0.0115,0,0.0226,0.0259,0.3119,0.1066,0.0018,0.011,0.1407,0.0749,0.2101
0.9228,0.0115,0,0.0222,0.0259,0.3142,0.1064,0.0012,0.0111,0.1401,0.0797,0.2105
0.9256,0.0116,0,0.0223,0.0258,0.313,0.1065,0.0034,0.011,0.1398,0.0818,0.2104
0.9176,0.0111,0,0.0223,0.0259,0.3138,0.1067,0.0022,0.0103,0.1396,0.0752,0.2105
0.924,0.0124,0,0.0222,0.0258,0.3168,0.1065,0.0034,0.011,0.1394,0.0762,0.2103
0.9252,0.0121,0,0.0221,0.0258,0.3176,0.1066,0.0028,0.0111,0.1389,0.0782,0.21
0.9191,0.012,0,0.0223,0.0256,0.3131,0.1066,0.0025,0.0113,0.1385,0.0773,0.2099
0.9201,0.011,0,0.0221,0.0259,0.3158,0.1067,0.0037,0.0109,0.1383,0.0759,0.2098
0.9191,0.0118,0,0.0219,0.0258,0.316,0.1067,0.002,0.0112,0.1379,0.0757,0.2101
0.9188,0.0114,0,0.0221,0.0258,0.317,0.1067,0.0023,0.0106,0.138,0.075,0.2099
0.9205,0.0112,0,0.0223,0.026,0.3176,0.1069,0.003,0.011,0.1376,0.0756,0.2093
0.9198,0.012,0,0.0225,0.0259,0.3163,0.1072,0.002,0.0105,0.1373,0.0757,0.2104
0.9197,0.0121,0,0.0222,0.0258,0.313,0.1073,0.002,0.0107,0.1371,0.0791,0.2104
0.9255,0.0116,0,0.0226,0.0258,0.3134,0.1072,0.0028,0.0102,0.1371,0.0847,0.2101
0.9232,0.0117,0,0.0223,0.0259,0.3105,0.1075,0.0029,0.0102,0.1369,0.085,0.2103
0.9236,0.0119,0,0.0222,0.0258,0.3097,0.1075,0.0025,0.0111,0.1369,0.0858,0.2102
0.9241,0.011,0,0.0222,0.0258,0.3123,0.1075,0.0026,0.0113,0.1362,0.0848,0.2104
0.9254,0.0121,0,0.0222,0.0258,0.3134,0.1078,0.0038,0.0097,0.1361,0.0844,0.2101
0.9285,0.0118,0,0.0225,0.0259,0.3148,0.1078,0.0038,0.0111,0.1361,0.0844,0.2103
0.8548,0.0117,0,0.0226,0.0259,0.3119,0.1082,0.0039,0.0115,0.0627,0.0859,0.2105
0.8506,0.012,0,0.0226,0.0257,0.3133,0.1081,0.0016,0.0113,0.0607,0.0841,0.2112
0.8583,0.0123,0,0.0221,0.0259,0.3191,0.1083,0.0029,0.0108,0.0607,0.085,0.2112
0.8636,0.012,0,0.0223,0.0259,0.3255,0.1088,0.0029,0.0106,0.0608,0.0842,0.2106
0.8635,0.0121,0,0.0224,0.026,0.3235,0.1088,0.0042,0.0109,0.0609,0.0841,0.2106
0.8665,0.0124,0,0.0224,0.0259,0.3275,0.1087,0.0027,0.0111,0.0608,0.0841,0.2109
0.8673,0.0121,0,0.0225,0.0258,0.3286,0.1084,0.0032,0.0112,0.0607,0.0842,0.2106
0.8596,0.0123,0,0.0224,0.0258,0.3219,0.1081,0.0031,0.0106,0.0608,0.0843,0.2103
0.8562,0.0118,0,0.0223,0.0258,0.3179,0.1084,0.0035,0.0112,0.0607,0.0842,0.2104
0.8571,0.0122,0,0.0224,0.0259,0.3184,0.1085,0.0023,0.0111,0.0607,0.0851,0.2105
1.0585,0.0121,0,0.022,0.026,0.3114,0.1081,0.0034,0.0114,0.0607,0.0867,0.4167
1.3412,0.0124,0,0.022,0.0258,0.3126,0.1084,0.0033,0.0107,0.0603,0.0858,0.6999
1.0702,0.0119,0,0.022,0.0261,0.3152,0.1084,0.0043,0.011,0.0605,0.0864,0.4244
0.8566,0.012,0,0.0223,0.026,0.316,0.1088,0.0038,0.0104,0.0607,0.0859,0.2107
0.8526,0.012,0,0.0226,0.026,0.3115,0.1089,0.0036,0.0105,0.061,0.0858,0.2107
0.8587,0.0124,0,0.0222,0.0261,0.3155,0.109,0.0037,0.0106,0.0608,0.0872,0.2112
0.8667,0.0122,0,0.0223,0.026,0.3233,0.109,0.0036,0.0111,0.0608,0.0866,0.2118
0.8636,0.0119,0,0.0226,0.026,0.3211,0.109,0.0035,0.01,0.0608,0.0865,0.2122
0.8712,0.012,0,0.0224,0.026,0.3266,0.109,0.0033,0.0107,0.0609,0.0882,0.2121
0.8627,0.0121,0,0.0221,0.026,0.3194,0.1086,0.0032,0.011,0.0606,0.0879,0.2118
0.8575,0.0118,0,0.0221,0.0259,0.3146,0.1087,0.004,0.0109,0.0609,0.0871,0.2115
0.8589,0.0124,0,0.0226,0.026,0.3181,0.1085,0.0025,0.0106,0.0607,0.0859,0.2116
0.8624,0.012,0,0.0222,0.026,0.3225,0.1086,0.0031,0.0102,0.0607,0.0857,0.2114
0.8577,0.0123,0,0.0225,0.0259,0.3173,0.108,0.0026,0.0114,0.0608,0.0858,0.2111
0.8583,0.0123,0,0.0221,0.026,0.319,0.1084,0.0034,0.0104,0.0606,0.0846,0.2115
0.8498,0.0117,0,0.0221,0.0259,0.3118,0.1085,0.0033,0.0093,0.0605,0.0851,0.2116
0.8518,0.0116,0,0.0221,0.0258,0.3123,0.1082,0.0031,0.0108,0.0607,0.0854,0.2118
0.8571,0.0124,0,0.0222,0.026,0.3153,0.1083,0.0036,0.0112,0.0606,0.0853,0.2122
0.8584,0.0119,0,0.0222,0.0259,0.3176,0.1084,0.0027,0.0115,0.0606,0.0854,0.2122
0.8577,0.0122,0,0.0223,0.0258,0.3184,0.1084,0.0022,0.0108,0.0609,0.0847,0.212
1.207,0.0142,0,0.022,0.0258,0.3232,0.1082,0.0074,0.011,0.0597,0.4235,0.212
1.2682,0.0146,0,0.0219,0.0259,0.3264,0.1081,0.0092,0.0101,0.0597,0.4802,0.2121
1.2357,0.0144,0,0.022,0.0258,0.3229,0.1081,0.0083,0.0109,0.0598,0.4516,0.2119
1.2262,0.0144,0,0.0219,0.0258,0.3205,0.1083,0.0088,0.0099,0.0596,0.4451,0.2119
1.231,0.0144,0,0.0221,0.0259,0.328,0.108,0.009,0.0101,0.0595,0.4424,0.2116
1.2256,0.0146,0,0.022,0.0256,0.3283,0.1075,0.0074,0.0105,0.0594,0.4392,0.2111
1.2209,0.0145,0,0.022,0.0258,0.3236,0.1077,0.0079,0.0111,0.0593,0.4378,0.2112
1.2193,0.0143,0,0.0218,0.0258,0.324,0.1075,0.0088,0.011,0.0592,0.4355,0.2114
1.2168,0.0145,0,0.022,0.0258,0.3232,0.107,0.0083,0.0109,0.0592,0.434,0.2119
1.2157,0.0145,0,0.0218,0.0258,0.323,0.1071,0.0086,0.0106,0.0604,0.4324,0.2115
1.2171,0.0145,0,0.0219,0.0256,0.3284,0.1069,0.0074,0.0102,0.0591,0.4316,0.2115
1.2209,0.0145,0,0.0216,0.0258,0.3317,0.1072,0.0072,0.011,0.0596,0.4307,0.2116
1.214,0.0145,0,0.022,0.0257,0.3264,0.107,0.0085,0.0094,0.0592,0.4298,0.2115
1.2177,0.0144,0,0.022,0.0259,0.3289,0.107,0.009,0.0106,0.0592,0.4287,0.212
1.2207,0.0148,0,0.0218,0.0254,0.3341,0.1071,0.0083,0.0104,0.0593,0.4273,0.2122
1.2183,0.0142,0,0.0219,0.0259,0.333,0.1069,0.0084,0.0102,0.0594,0.4263,0.2121
1.2167,0.0145,0,0.0219,0.0257,0.332,0.107,0.0083,0.0105,0.0594,0.4255,0.2119
1.2083,0.0144,0,0.022,0.0254,0.3242,0.1069,0.0081,0.0114,0.0594,0.4246,0.2119
1.1999,0.0143,0,0.0218,0.0257,0.3196,0.1067,0.0074,0.0102,0.0593,0.4231,0.2118
1.201,0.0143,0,0.0219,0.0256,0.3224,0.1069,0.0066,0.0104,0.0594,0.4221,0.2114
1.1969,0.0142,0,0.0221,0.0258,0.3178,0.1068,0.0076,0.0101,0.0593,0.4213,0.2119
1.086,0.0136,0,0.0221,0.0257,0.3181,0.1065,0.0057,0.0103,0.0597,0.2547,0.2696
1.3154,0.0127,0,0.022,0.0259,0.3213,0.1065,0.0037,0.01,0.0598,0.0589,0.6946
1.243,0.0118,0,0.0221,0.0259,0.3208,0.1067,0.0041,0.0102,0.06,0.059,0.6224
0.833,0.0121,0,0.0219,0.0259,0.3211,0.1068,0.0035,0.0117,0.0602,0.0591,0.2107
0.9105,0.0119,0,0.022,0.0257,0.3232,0.1067,0.0023,0.0109,0.1381,0.0592,0.2105
0.938,0.0114,0,0.0221,0.0258,0.3233,0.1067,0.0025,0.0116,0.1644,0.0594,0.2108
0.9215,0.0123,0,0.0219,0.0257,0.3214,0.107,0.0032,0.0107,0.1492,0.0593,0.2108
0.9184,0.0115,0,0.0222,0.0257,0.3219,0.1063,0.0025,0.0108,0.1475,0.0593,0.2107
0.9179,0.0115,0,0.0225,0.0258,0.3218,0.1067,0.0023,0.0101,0.1469,0.0595,0.2108
0.9164,0.0119,0,0.0224,0.0259,0.3207,0.1066,0.0016,0.0105,0.1469,0.0592,0.2107
0.9176,0.0114,0,0.0223,0.0257,0.3227,0.1065,0.0016,0.0108,0.1469,0.0594,0.2103
0.916,0.0117,0,0.0222,0.0257,0.3207,0.1065,0.0019,0.0107,0.1469,0.0593,0.2104
0.9142,0.0112,0,0.0223,0.0256,0.3197,0.1067,0.0027,0.0102,0.1462,0.0594,0.2102
0.9156,0.0112,0,0.0219,0.0257,0.3219,0.1069,0.0017,0.0108,0.1452,0.0593,0.211
0.915,0.0121,0,0.022,0.0257,0.3206,0.1062,0.003,0.0115,0.1445,0.0593,0.2101
0.9138,0.0113,0,0.022,0.0257,0.3211,0.1065,0.002,0.011,0.1441,0.0594,0.2107
0.9192,0.0119,0,0.0219,0.0257,0.3248,0.1068,0.003,0.0107,0.1438,0.0594,0.2112
0.9124,0.0122,0,0.022,0.0257,0.3197,0.1069,0.0022,0.0109,0.143,0.0594,0.2104
0.9121,0.011,0,0.022,0.0257,0.3211,0.1065,0.0035,0.0101,0.1425,0.0593,0.2104
0.913,0.0119,0,0.0221,0.0258,0.3225,0.1065,0.0018,0.0111,0.1418,0.0591,0.2104
0.9131,0.0116,0,0.022,0.0258,0.3218,0.1066,0.0041,0.0107,0.1412,0.0592,0.2101
0.913,0.0117,0,0.0222,0.0257,0.3207,0.1068,0.0049,0.0101,0.141,0.0595,0.2104
0.9067,0.0114,0,0.0222,0.0257,0.3185,0.1065,0.0019,0.01,0.1406,0.0593,0.2106
0.8988,0.0118,0,0.022,0.0257,0.3107,0.1061,0.0027,0.0101,0.1401,0.0593,0.2103
0.8941,0.0112,0,0.0221,0.0259,0.3058,0.1063,0.0034,0.0101,0.1398,0.0594,0.2101
0.8916,0.0121,0,0.0222,0.0258,0.3034,0.1066,0.0018,0.0109,0.1394,0.0593,0.2101
0.8879,0.0111,0,0.0221,0.0257,0.3011,0.1064,0.0025,0.0107,0.139,0.0594,0.2099
0.891,0.0111,0,0.0222,0.0257,0.3036,0.1066,0.0029,0.0111,0.1386,0.0595,0.2097
0.8941,0.0114,0,0.0222,0.0259,0.3067,0.1066,0.0023,0.011,0.1386,0.0593,0.2101
0.8963,0.0122,0,0.0223,0.0258,0.309,0.1063,0.0021,0.0107,0.1384,0.0593,0.2102
0.8944,0.0117,0,0.0222,0.0257,0.3075,0.1066,0.0032,0.0103,0.1377,0.0594,0.2101
0.8927,0.0115,0,0.0223,0.0259,0.3079,0.1064,0.0024,0.0106,0.1371,0.0587,0.2099
0.8876,0.0113,0,0.0221,0.026,0.3082,0.1077,0.0021,0.0104,0.1342,0.0551,0.2105
0.8899,0.0118,0,0.0225,0.0255,0.3076,0.1077,0.0035,0.0111,0.1341,0.0553,0.2108
0.8898,0.0123,0,0.022,0.026,0.3078,0.108,0.0039,0.0103,0.1334,0.0553,0.2108
0.887,0.012,0,0.022,0.026,0.3079,0.1073,0.0023,0.0103,0.1333,0.0552,0.2107
0.8865,0.0116,0,0.0224,0.026,0.3074,0.1075,0.0038,0.0097,0.1329,0.055,0.2102
0.8864,0.0121,0,0.0223,0.026,0.3082,0.1073,0.002,0.0103,0.1329,0.0551,0.2102
0.8856,0.0119,0,0.0222,0.0259,0.3092,0.1072,0.0019,0.0092,0.1329,0.0549,0.2103
0.883,0.0116,0,0.0225,0.0256,0.3058,0.107,0.0029,0.0104,0.1325,0.0547,0.21
0.8825,0.0119,0,0.0226,0.0261,0.3027,0.1072,0.0035,0.0108,0.1326,0.055,0.2101
0.8692,0.0118,0,0.0222,0.0258,0.302,0.1073,0.003,0.0099,0.1222,0.0551,0.2099
0.8092,0.0116,0,0.0226,0.0259,0.3062,0.1073,0.0028,0.0111,0.0564,0.055,0.2103
1.1369,0.0124,0,0.0224,0.0259,0.3046,0.1071,0.0044,0.0103,0.0563,0.0548,0.5387
1.2944,0.0126,0,0.0223,0.026,0.3058,0.1067,0.0044,0.0103,0.0559,0.0545,0.6959
0.9255,0.0124,0,0.0225,0.026,0.3039,0.1068,0.0032,0.0103,0.0563,0.0547,0.3294
0.8056,0.0118,0,0.0223,0.0259,0.3016,0.1071,0.0039,0.0106,0.0566,0.0548,0.211
0.8026,0.0119,0,0.0226,0.0261,0.2983,0.1071,0.003,0.0109,0.0566,0.0551,0.211
0.7991,0.0116,0,0.0224,0.026,0.2965,0.1069,0.003,0.0109,0.0567,0.055,0.2101
0.7974,0.012,0,0.0226,0.026,0.2939,0.107,0.0027,0.0112,0.0565,0.0547,0.2108
0.7983,0.0115,0,0.0224,0.0259,0.2958,0.1069,0.0031,0.0111,0.0565,0.0548,0.2103
0.7956,0.0123,0,0.0222,0.0259,0.293,0.1069,0.0032,0.0102,0.0565,0.0548,0.2106
0.7953,0.0121,0,0.0224,0.026,0.2911,0.1073,0.0031,0.0109,0.0566,0.0549,0.2109
0.7983,0.0121,0,0.0225,0.026,0.2924,0.1071,0.004,0.0119,0.0565,0.055,0.2108
0.7959,0.0118,0,0.0225,0.026,0.2932,0.107,0.0024,0.0111,0.0563,0.0548,0.2108
0.7922,0.0116,0,0.0226,0.0259,0.2884,0.1069,0.0034,0.0114,0.0564,0.0552,0.2104
0.7987,0.0125,0,0.0227,0.026,0.294,0.1072,0.0027,0.0111,0.0566,0.0553,0.2106
0.7979,0.012,0,0.0225,0.026,0.2939,0.1072,0.0033,0.0111,0.0564,0.0551,0.2104
0.7999,0.0113,0,0.0227,0.0259,0.2957,0.1074,0.0035,0.0113,0.0563,0.0553,0.2105
0.8037,0.0123,0,0.0227,0.0261,0.2989,0.1075,0.0029,0.0109,0.0561,0.0554,0.2109
0.8054,0.0115,0,0.0222,0.0261,0.3016,0.1073,0.0032,0.0116,0.0563,0.0553,0.2103
0.8063,0.0121,0,0.0223,0.026,0.3022,0.1072,0.0027,0.0113,0.0564,0.0554,0.2107
0.8069,0.0124,0,0.0225,0.0259,0.3034,0.1072,0.0024,0.0109,0.0563,0.0556,0.2103
0.8085,0.0121,0,0.0224,0.0261,0.3044,0.1072,0.0025,0.0116,0.0563,0.0557,0.2102
0.805,0.0119,0,0.0222,0.0262,0.3012,0.1075,0.0025,0.0115,0.0562,0.0555,0.2103
0.8049,0.0117,0,0.0226,0.0259,0.3005,0.1072,0.003,0.0115,0.0561,0.0558,0.2106
1.0151,0.0131,0,0.0225,0.0259,0.3,0.1075,0.0059,0.0108,0.0558,0.2629,0.2107
1.2341,0.0146,0,0.0224,0.026,0.2969,0.1074,0.0079,0.0118,0.0552,0.4814,0.2105
1.2025,0.0145,0,0.0224,0.026,0.2941,0.1077,0.0094,0.0105,0.0554,0.452,0.2105
1.1925,0.0141,0,0.0226,0.026,0.2925,0.1076,0.0086,0.011,0.0554,0.444,0.2107
1.1923,0.0149,0,0.0227,0.0259,0.2945,0.1076,0.0092,0.0115,0.0549,0.4403,0.2108
1.1881,0.0144,0,0.0222,0.0261,0.2931,0.1079,0.0096,0.011,0.0551,0.4379,0.2108
1.1846,0.0146,0,0.0225,0.0258,0.2919,0.1077,0.0084,0.0112,0.0552,0.4364,0.2109
1.1838,0.0145,0,0.0226,0.0261,0.2934,0.1076,0.0085,0.0103,0.0552,0.4344,0.2112
1.1813,0.0144,0,0.0225,0.0259,0.2941,0.1073,0.0082,0.0106,0.0549,0.4329,0.2105
1.1781,0.0147,0,0.0222,0.0259,0.292,0.1071,0.0086,0.0107,0.055,0.4314,0.2105
1.1745,0.0144,0,0.0219,0.0259,0.2892,0.107,0.0094,0.0107,0.0551,0.4302,0.2107
1.1752,0.0144,0,0.0222,0.0259,0.2897,0.1079,0.0086,0.0112,0.0551,0.4291,0.2111
1.1752,0.0146,0,0.0223,0.0261,0.2925,0.1074,0.0085,0.0098,0.0552,0.4281,0.2107
1.1756,0.0145,0,0.0223,0.0259,0.2926,0.1076,0.0082,0.0109,0.0551,0.427,0.2115
1.1744,0.0145,0,0.0222,0.026,0.2946,0.1074,0.0071,0.0103,0.055,0.426,0.2113
1.1759,0.0145,0,0.0222,0.0261,0.2958,0.1076,0.0082,0.0104,0.0551,0.4249,0.2111
1.1728,0.0146,0,0.0223,0.026,0.2927,0.1075,0.0086,0.011,0.055,0.4238,0.2113
1.1703,0.0142,0,0.0224,0.0259,0.293,0.1074,0.008,0.0099,0.0552,0.4229,0.2114
1.4434,0.0145,0,0.0221,0.0261,0.2913,0.1076,0.009,0.0105,0.0549,0.4217,0.4857
1.653,0.015,0,0.0224,0.0262,0.2899,0.1075,0.009,0.011,0.0546,0.4203,0.6971
1.3552,0.0146,0,0.0221,0.0258,0.2924,0.1072,0.0065,0.0105,0.0547,0.4193,0.4021
1.0169,0.0135,0,0.0222,0.026,0.2952,0.1071,0.0061,0.0091,0.0553,0.2715,0.2109
0.799,0.0124,0,0.0226,0.026,0.2947,0.1071,0.0034,0.0109,0.056,0.0556,0.2103
0.799,0.0116,0,0.0225,0.0261,0.2953,0.1074,0.003,0.0107,0.056,0.0558,0.2106
0.7998,0.0119,0,0.0225,0.026,0.2965,0.1074,0.0027,0.0109,0.0559,0.0557,0.2103
0.8017,0.0118,0,0.0226,0.026,0.297,0.1074,0.0032,0.0111,0.056,0.0558,0.2108
0.8029,0.0122,0,0.0223,0.026,0.2987,0.1074,0.0023,0.0113,0.056,0.0558,0.2109
0.8027,0.0111,0,0.0225,0.0261,0.3004,0.1071,0.0032,0.01,0.056,0.0558,0.2105
0.8016,0.0115,0,0.0226,0.0259,0.2979,0.1073,0.0029,0.0111,0.0559,0.0557,0.2108
0.798,0.0122,0,0.0224,0.026,0.2925,0.1074,0.0039,0.0112,0.0558,0.0559,0.2107
0.7974,0.0116,0,0.0226,0.026,0.292,0.1074,0.0042,0.0113,0.0559,0.0557,0.2107
0.8969,0.0118,0,0.0225,0.0255,0.2913,0.1072,0.0027,0.0105,0.1592,0.056,0.2102
0.8893,0.0121,0,0.0225,0.026,0.2883,0.1075,0.0025,0.0109,0.1533,0.0558,0.2104
0.8771,0.0116,0,0.0224,0.0259,0.2864,0.1072,0.0025,0.0106,0.1442,0.0559,0.2104
0.8784,0.0115,0,0.0222,0.0259,0.289,0.1072,0.002,0.0108,0.1434,0.0559,0.2105
0.8813,0.0122,0,0.0226,0.0261,0.2908,0.1071,0.002,0.0111,0.1431,0.0559,0.2104
0.8826,0.0111,0,0.0224,0.026,0.293,0.1072,0.0028,0.0111,0.1429,0.0559,0.2102
0.8813,0.0112,0,0.0222,0.0258,0.2939,0.1075,0.0022,0.0101,0.1429,0.0559,0.2096
0.8816,0.0121,0,0.0223,0.026,0.293,0.1071,0.0025,0.0102,0.1425,0.0558,0.2101
0.885,0.0114,0,0.0227,0.0259,0.2949,0.1074,0.0041,0.0108,0.1416,0.056,0.2102
0.8802,0.0118,0,0.0225,0.0259,0.292,0.1073,0.0031,0.0108,0.1409,0.0559,0.21
0.8769,0.0108,0,0.0225,0.026,0.2904,0.1071,0.0033,0.0103,0.1403,0.0559,0.2103
0.8788,0.0111,0,0.0225,0.0261,0.2908,0.1076,0.003,0.0117,0.1397,0.0559,0.2104
0.8884,0.0117,0,0.0226,0.0259,0.2946,0.1074,0.0031,0.0104,0.1466,0.0559,0.2102
1.0209,0.0113,0,0.0226,0.026,0.2963,0.1073,0.0027,0.0109,0.2778,0.0558,0.2102
1.0195,0.0113,0,0.0227,0.026,0.2969,0.1073,0.0022,0.0106,0.2774,0.0557,0.2094
1.0164,0.0111,0,0.0226,0.026,0.2966,0.1068,0.002,0.01,0.2752,0.0558,0.2103
0.7607,0.0111,0,0.0234,0.026,0.0427,0.1069,0.0017,0.0099,0.2732,0.0559,0.2099
0.7488,0.0105,0,0.0234,0.026,0.0319,0.1074,0.001,0.0114,0.2716,0.0559,0.2097
0.7486,0.0115,0,0.0233,0.0261,0.0319,0.1073,0.0014,0.0109,0.2703,0.0558,0.2101
1.1286,0.011,0,0.0232,0.026,0.4138,0.1074,0.0012,0.0109,0.2689,0.0559,0.2103
